WGMS_ID,YEAR,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,POINT_LAT,POINT_LON
878,1994,36.0,-32.0,4.0,12.37683299999999,342.906333
878,1995,51.0,1.0,52.0,12.37683299999999,342.906333
878,1996,-14.0,-7.0,-21.0,12.37683299999999,342.906333
878,1997,9.0,27.0,36.0,12.37683299999999,342.906333
878,1998,41.0,-10.0,31.0,12.37683299999999,342.906333
878,1999,5.0,-21.0,-16.0,12.37683299999999,342.906333
878,2000,14.0,-24.0,-10.0,12.37683299999999,342.906333
878,2001,2.0,-6.0,-4.0,12.37683299999999,342.906333
878,2002,-3.0,-132.0,-135.0,12.37683299999999,342.906333
878,2003,11.0,6.0,17.0,12.37683299999999,342.906333
878,2004,-36.0,11.0,-25.0,12.37683299999999,342.906333
878,2005,-27.0,-9.0,-36.0,12.37683299999999,342.906333
878,2006,52.0,-20.0,32.0,12.37683299999999,342.906333
878,2007,-3.0,-30.0,-33.0,12.37683299999999,342.906333
878,2008,-5.0,-2.0,-7.0,12.37683299999999,342.906333
878,2009,0.0,-48.0,-48.0,12.37683299999999,342.906333
878,2010,1.0,8.0,10.0,12.37683299999999,342.906333
878,2011,34.0,-53.0,-19.0,12.37683299999999,342.906333
878,2012,12.0,-25.0,-12.0,12.37683299999999,342.906333
3973,1994,33.0,-19.0,14.0,12.336667000000006,343.076
3973,1995,37.0,5.0,42.0,12.336667000000006,343.076
3973,1996,-36.0,0.0,-36.0,12.336667000000006,343.076
3973,1997,13.0,8.0,21.0,12.336667000000006,343.076
3973,1998,12.0,-8.0,4.0,12.336667000000006,343.076
3973,1999,26.0,-14.0,12.0,12.336667000000006,343.076
3973,2000,-9.0,-24.0,-33.0,12.336667000000006,343.076
3973,2001,-14.0,-1.0,-15.0,12.336667000000006,343.076
3973,2002,-12.0,-87.0,-99.0,12.336667000000006,343.076
3973,2003,-17.0,-2.0,-19.0,12.336667000000006,343.076
3973,2004,-47.0,16.0,-31.0,12.336667000000006,343.076
3973,2005,-40.0,12.0,-28.0,12.336667000000006,343.076
3973,2006,31.0,-7.0,24.0,12.336667000000006,343.076
3973,2007,-35.0,-27.0,-62.0,12.336667000000006,343.076
3973,2008,-15.0,-4.0,-19.0,12.336667000000006,343.076
3973,2009,20.0,-42.0,-22.0,12.336667000000006,343.076
3973,2010,-18.0,5.0,-12.0,12.336667000000006,343.076
3973,2011,24.0,-47.0,-21.0,12.336667000000006,343.076
3973,2012,-12.0,-17.0,-28.0,12.336667000000006,343.076
3903,2008,1250.0,-1787.0,-537.0,60.0188,110.3605
3903,2009,983.0,-1980.0,-997.0,60.0188,110.3605
3903,2010,366.0,-1395.0,-1029.0,60.0188,110.3605
3903,2011,317.0,-2362.0,-2045.0,60.0188,110.3605
3903,2012,575.0,-2112.0,-1537.0,60.0188,110.3605
3903,2015,14.0,-3032.0,-3018.0,60.0188,110.3605
3903,2015,-102.0,-2898.0,-3000.0,60.0188,110.3605
3903,2015,-43.0,-2325.0,-2368.0,60.0188,110.3605
3903,2015,34.0,-1808.0,-1981.0,60.0188,110.3605
3903,2015,161.0,-1980.0,-1819.0,60.0188,110.3605
3903,2015,26.0,-2048.0,-2082.0,60.0188,110.3605
3903,2015,73.0,-2010.0,-1896.0,60.0188,110.3605
3903,2015,-1335.0,-1298.0,-2805.0,60.0188,110.3605
3903,2015,-204.0,-2125.0,-2387.0,60.0188,110.3605
3902,2008,1154.0,-1963.0,-809.0,60.0252,110.3584
3902,2009,976.0,-2003.0,-1027.0,60.0252,110.3584
3902,2010,349.0,-1823.0,-1474.0,60.0252,110.3584
3902,2011,294.0,-1312.0,-1018.0,60.0252,110.3584
3902,2012,596.0,-2140.0,-1544.0,60.0252,110.3584
3902,2015,55.0,-2176.0,-2839.0,60.0252,110.3584
3902,2015,-442.0,-1410.0,-1852.0,60.0252,110.3584
3902,2015,-196.0,-2479.0,-2803.0,60.0252,110.3584
3902,2015,-94.0,-3103.0,-3197.0,60.0252,110.3584
3902,2015,82.0,-3175.0,-3269.0,60.0252,110.3584
3902,2015,-238.0,-3247.0,-3341.0,60.0252,110.3584
3902,2015,-78.0,-3211.0,-3305.0,60.0252,110.3584
3902,2015,-160.0,-2632.0,-2890.0,60.0252,110.3584
3904,2008,672.0,-868.0,-196.0,60.7001,110.0116
3904,2015,-26.0,-878.0,-904.0,60.7001,110.0116
3904,2015,-175.0,-608.0,-783.0,60.7001,110.0116
3904,2015,-391.0,-1080.0,-1471.0,60.7001,110.0116
3904,2015,-247.0,-419.0,-666.0,60.7001,110.0116
3904,2015,-289.0,-518.0,-876.0,60.7001,110.0116
3904,2015,-255.0,-493.0,-748.0,60.7001,110.0116
3904,2015,-213.0,-1080.0,-1293.0,60.7001,110.0116
3904,2015,-247.0,-578.0,-850.0,60.7001,110.0116
3904,2015,-315.0,-702.0,-1017.0,60.7001,110.0116
3904,2015,-94.0,-540.0,-706.0,60.7001,110.0116
3904,2015,-235.0,-861.0,-1097.0,60.7001,110.0116
2000,2001,969.0,-184.0,785.0,35.2177735,111.5970154
2000,2002,581.0,-1263.0,-682.0,35.2177735,111.5970154
2000,2003,675.0,-877.0,-202.0,35.2177735,111.5970154
2000,2004,720.0,-1976.0,-1318.0,35.2177735,111.5970154
2000,2006,797.0,-1310.0,-513.0,35.2177735,111.5970154
2000,2007,1053.0,-954.0,99.0,35.2177735,111.5970154
2000,2008,1505.0,-1561.0,-56.0,35.2177735,111.5970154
2000,2009,1061.0,-1180.0,-119.0,35.2177735,111.5970154
2000,2010,850.0,-1200.0,-350.0,35.2177735,111.5970154
2000,2010,880.0,-1115.0,-235.0,35.2177735,111.5970154
2000,2010,940.0,-1031.0,-91.0,35.2177735,111.5970154
2000,2010,1000.0,-730.0,270.0,35.2177735,111.5970154
2000,2010,1490.0,-830.0,660.0,35.2177735,111.5970154
2000,2010,1600.0,-420.0,1180.0,35.2177735,111.5970154
2000,2010,1670.0,-90.0,1580.0,35.2177735,111.5970154
2000,2010,1580.0,-80.0,1500.0,35.2177735,111.5970154
2000,2010,1470.0,-65.0,1405.0,35.2177735,111.5970154
2000,2010,1400.0,-60.0,1340.0,35.2177735,111.5970154
2000,2010,1340.0,-60.0,1280.0,35.2177735,111.5970154
2000,2010,1418.0,-442.0,976.0,35.2177735,111.5970154
2000,2011,560.0,-1660.0,-1100.0,35.2177735,111.5970154
2000,2011,570.0,-1750.0,-1180.0,35.2177735,111.5970154
2000,2011,620.0,-1890.0,-1270.0,35.2177735,111.5970154
2000,2011,700.0,-1780.0,-1080.0,35.2177735,111.5970154
2000,2011,740.0,-1320.0,-580.0,35.2177735,111.5970154
2000,2011,780.0,-1055.0,-275.0,35.2177735,111.5970154
2000,2011,920.0,-810.0,110.0,35.2177735,111.5970154
2000,2011,940.0,-720.0,220.0,35.2177735,111.5970154
2000,2011,940.0,-745.0,195.0,35.2177735,111.5970154
2000,2011,900.0,-730.0,170.0,35.2177735,111.5970154
2000,2011,800.0,-630.0,170.0,35.2177735,111.5970154
2000,2011,809.0,-1128.0,-319.0,35.2177735,111.5970154
2000,2012,560.0,-1660.0,-1100.0,35.2177735,111.5970154
2000,2012,570.0,-1750.0,-1180.0,35.2177735,111.5970154
2000,2012,620.0,-1890.0,-1270.0,35.2177735,111.5970154
2000,2012,700.0,-1780.0,-1080.0,35.2177735,111.5970154
2000,2012,740.0,-1320.0,-580.0,35.2177735,111.5970154
2000,2012,780.0,-1055.0,-275.0,35.2177735,111.5970154
2000,2012,920.0,-810.0,110.0,35.2177735,111.5970154
2000,2012,940.0,-720.0,220.0,35.2177735,111.5970154
2000,2012,940.0,-745.0,195.0,35.2177735,111.5970154
2000,2012,900.0,-730.0,170.0,35.2177735,111.5970154
2000,2012,800.0,-630.0,170.0,35.2177735,111.5970154
2000,2012,810.0,-1130.0,-320.0,35.2177735,111.5970154
2000,2013,890.0,-1990.0,-1100.0,35.2177735,111.5970154
2000,2013,940.0,-1840.0,-900.0,35.2177735,111.5970154
2000,2013,990.0,-1690.0,-700.0,35.2177735,111.5970154
2000,2013,1040.0,-1540.0,-500.0,35.2177735,111.5970154
2000,2013,1095.0,-1370.0,-275.0,35.2177735,111.5970154
2000,2013,1150.0,-750.0,400.0,35.2177735,111.5970154
2000,2013,1500.0,-600.0,900.0,35.2177735,111.5970154
2000,2013,960.0,-260.0,700.0,35.2177735,111.5970154
2000,2013,960.0,-610.0,350.0,35.2177735,111.5970154
2000,2013,960.0,-630.0,330.0,35.2177735,111.5970154
2000,2013,960.0,-650.0,310.0,35.2177735,111.5970154
2000,2013,1110.0,-960.0,150.0,35.2177735,111.5970154
2000,2014,370.0,-1570.0,-1200.0,35.2177735,111.5970154
2000,2014,390.0,-1440.0,-1050.0,35.2177735,111.5970154
2000,2014,410.0,-1310.0,-900.0,35.2177735,111.5970154
2000,2014,940.0,-530.0,410.0,35.2177735,111.5970154
2000,2014,1100.0,-240.0,860.0,35.2177735,111.5970154
2000,2014,1180.0,-250.0,930.0,35.2177735,111.5970154
2000,2014,1220.0,-205.0,1015.0,35.2177735,111.5970154
2000,2014,890.0,-155.0,735.0,35.2177735,111.5970154
2000,2014,780.0,-270.0,510.0,35.2177735,111.5970154
2000,2014,700.0,-245.0,455.0,35.2177735,111.5970154
2000,2014,630.0,-230.0,400.0,35.2177735,111.5970154
2000,2014,950.0,-384.0,566.0,35.2177735,111.5970154
2000,2015,400.0,-1630.0,-1230.0,35.2177735,111.5970154
2000,2015,450.0,-1605.0,-1155.0,35.2177735,111.5970154
2000,2015,500.0,-1575.0,-1075.0,35.2177735,111.5970154
2000,2015,580.0,-1360.0,-780.0,35.2177735,111.5970154
2000,2015,750.0,-1160.0,-410.0,35.2177735,111.5970154
2000,2015,910.0,-880.0,30.0,35.2177735,111.5970154
2000,2015,1090.0,-618.0,472.0,35.2177735,111.5970154
2000,2015,800.0,-555.0,245.0,35.2177735,111.5970154
2000,2015,720.0,-520.0,200.0,35.2177735,111.5970154
2000,2015,650.0,-500.0,150.0,35.2177735,111.5970154
2000,2015,600.0,-500.0,100.0,35.2177735,111.5970154
2000,2015,771.0,-929.0,-157.0,35.2177735,111.5970154
2000,2016,770.0,-2520.0,-1750.0,35.2177735,111.5970154
2000,2016,800.0,-2250.0,-1450.0,35.2177735,111.5970154
2000,2016,855.0,-2165.0,-1310.0,35.2177735,111.5970154
2000,2016,910.0,-1990.0,-1080.0,35.2177735,111.5970154
2000,2016,1100.0,-1400.0,-300.0,35.2177735,111.5970154
2000,2016,1250.0,-800.0,450.0,35.2177735,111.5970154
2000,2016,1500.0,-400.0,1100.0,35.2177735,111.5970154
2000,2016,1300.0,-700.0,600.0,35.2177735,111.5970154
2000,2016,1200.0,-700.0,500.0,35.2177735,111.5970154
2000,2016,1100.0,-610.0,490.0,35.2177735,111.5970154
2000,2016,1000.0,-565.0,435.0,35.2177735,111.5970154
2000,2016,1163.0,-1108.0,55.0,35.2177735,111.5970154
491,2010,257.0,-6404.0,-6147.0,136.8163642,190.7939205
491,2010,388.0,-5386.0,-4998.0,136.8163642,190.7939205
491,2010,518.0,-4958.0,-4440.0,136.8163642,190.7939205
491,2010,648.0,-4280.0,-3632.0,136.8163642,190.7939205
491,2010,792.0,-3692.0,-2900.0,136.8163642,190.7939205
491,2010,821.0,-2976.0,-2155.0,136.8163642,190.7939205
491,2010,1035.0,-2870.0,-1835.0,136.8163642,190.7939205
491,2010,1090.0,-2561.0,-1471.0,136.8163642,190.7939205
491,2010,1083.0,-2308.0,-1225.0,136.8163642,190.7939205
491,2010,1318.0,-2350.0,-1032.0,136.8163642,190.7939205
491,2010,1276.0,-1988.0,-712.0,136.8163642,190.7939205
491,2010,1283.0,-1600.0,-317.0,136.8163642,190.7939205
491,2010,1367.0,-1302.0,65.0,136.8163642,190.7939205
491,2010,1392.0,-1162.0,230.0,136.8163642,190.7939205
491,2010,1451.0,-1125.0,326.0,136.8163642,190.7939205
491,2010,1696.0,-1297.0,399.0,136.8163642,190.7939205
491,2010,1648.0,-1175.0,473.0,136.8163642,190.7939205
491,2010,1258.0,-912.0,347.0,136.8163642,190.7939205
491,2010,675.0,-519.0,156.0,136.8163642,190.7939205
491,2010,630.0,-678.0,-48.0,136.8163642,190.7939205
491,2010,585.0,-702.0,-117.0,136.8163642,190.7939205
491,2010,540.0,-604.0,-64.0,136.8163642,190.7939205
491,2010,495.0,-432.0,63.0,136.8163642,190.7939205
491,2010,450.0,-423.0,27.0,136.8163642,190.7939205
491,2010,405.0,-401.0,4.0,136.8163642,190.7939205
491,2010,1194.0,-2013.0,-792.0,136.8163642,190.7939205
491,2011,0.0,-6670.0,-6670.0,136.8163642,190.7939205
491,2011,0.0,-6136.0,-6136.0,136.8163642,190.7939205
491,2011,174.0,-5503.0,-5329.0,136.8163642,190.7939205
491,2011,226.0,-5089.0,-4863.0,136.8163642,190.7939205
491,2011,407.0,-4425.0,-4018.0,136.8163642,190.7939205
491,2011,593.0,-3778.0,-3185.0,136.8163642,190.7939205
491,2011,734.0,-3508.0,-2774.0,136.8163642,190.7939205
491,2011,833.0,-3383.0,-2550.0,136.8163642,190.7939205
491,2011,883.0,-2868.0,-1985.0,136.8163642,190.7939205
491,2011,907.0,-2418.0,-1511.0,136.8163642,190.7939205
491,2011,946.0,-2158.0,-1212.0,136.8163642,190.7939205
491,2011,1052.0,-1887.0,-835.0,136.8163642,190.7939205
491,2011,1129.0,-1638.0,-509.0,136.8163642,190.7939205
491,2011,1157.0,-1491.0,-334.0,136.8163642,190.7939205
491,2011,1290.0,-1562.0,-272.0,136.8163642,190.7939205
491,2011,1465.0,-1515.0,-50.0,136.8163642,190.7939205
491,2011,1472.0,-1289.0,183.0,136.8163642,190.7939205
491,2011,1346.0,-1229.0,117.0,136.8163642,190.7939205
491,2011,1066.0,-1037.0,29.0,136.8163642,190.7939205
491,2011,813.0,-802.0,11.0,136.8163642,190.7939205
491,2011,858.0,-760.0,98.0,136.8163642,190.7939205
491,2011,1173.0,-1048.0,125.0,136.8163642,190.7939205
491,2011,1443.0,-1370.0,73.0,136.8163642,190.7939205
491,2011,1087.0,-1186.0,-99.0,136.8163642,190.7939205
491,2011,1087.0,-1337.0,-250.0,136.8163642,190.7939205
491,2011,980.0,-2398.0,-1423.0,136.8163642,190.7939205
491,2013,261.0,-6305.0,-6044.0,136.8163642,190.7939205
491,2013,287.0,-5697.0,-5411.0,136.8163642,190.7939205
491,2013,479.0,-5085.0,-4606.0,136.8163642,190.7939205
491,2013,645.0,-4858.0,-4212.0,136.8163642,190.7939205
491,2013,768.0,-4055.0,-3287.0,136.8163642,190.7939205
491,2013,905.0,-3395.0,-2490.0,136.8163642,190.7939205
491,2013,985.0,-2850.0,-1865.0,136.8163642,190.7939205
491,2013,1123.0,-2388.0,-1265.0,136.8163642,190.7939205
491,2013,1240.0,-2043.0,-802.0,136.8163642,190.7939205
491,2013,1261.0,-1783.0,-522.0,136.8163642,190.7939205
491,2013,1301.0,-1666.0,-365.0,136.8163642,190.7939205
491,2013,1410.0,-1531.0,-121.0,136.8163642,190.7939205
491,2013,1435.0,-1279.0,155.0,136.8163642,190.7939205
491,2013,1461.0,-1116.0,345.0,136.8163642,190.7939205
491,2013,1567.0,-1225.0,342.0,136.8163642,190.7939205
491,2013,1663.0,-1335.0,328.0,136.8163642,190.7939205
491,2013,1761.0,-1168.0,593.0,136.8163642,190.7939205
491,2013,1780.0,-1015.0,765.0,136.8163642,190.7939205
491,2013,1493.0,-942.0,551.0,136.8163642,190.7939205
491,2013,1316.0,-1075.0,241.0,136.8163642,190.7939205
491,2013,1080.0,-772.0,307.0,136.8163642,190.7939205
491,2013,979.0,-604.0,375.0,136.8163642,190.7939205
491,2013,975.0,-627.0,348.0,136.8163642,190.7939205
491,2013,975.0,-754.0,221.0,136.8163642,190.7939205
491,2013,975.0,-992.0,-17.0,136.8163642,190.7939205
491,2013,975.0,-1002.0,-27.0,136.8163642,190.7939205
491,2013,1331.0,-1841.0,-510.0,136.8163642,190.7939205
491,2014,625.0,-5975.0,-5350.0,136.8163642,190.7939205
491,2014,677.0,-5648.0,-4971.0,136.8163642,190.7939205
491,2014,849.0,-4673.0,-3823.0,136.8163642,190.7939205
491,2014,897.0,-4416.0,-3519.0,136.8163642,190.7939205
491,2014,1059.0,-3992.0,-2933.0,136.8163642,190.7939205
491,2014,1125.0,-3267.0,-2142.0,136.8163642,190.7939205
491,2014,1157.0,-2689.0,-1532.0,136.8163642,190.7939205
491,2014,1380.0,-2456.0,-1077.0,136.8163642,190.7939205
491,2014,1299.0,-1913.0,-615.0,136.8163642,190.7939205
491,2014,1300.0,-1608.0,-308.0,136.8163642,190.7939205
491,2014,1412.0,-1478.0,-66.0,136.8163642,190.7939205
491,2014,1418.0,-1262.0,155.0,136.8163642,190.7939205
491,2014,1431.0,-1034.0,397.0,136.8163642,190.7939205
491,2014,1489.0,-776.0,713.0,136.8163642,190.7939205
491,2014,1493.0,-653.0,839.0,136.8163642,190.7939205
491,2014,1567.0,-565.0,1002.0,136.8163642,190.7939205
491,2014,1602.0,-333.0,1269.0,136.8163642,190.7939205
491,2014,1609.0,-347.0,1262.0,136.8163642,190.7939205
491,2014,1499.0,-381.0,1118.0,136.8163642,190.7939205
491,2014,1262.0,-300.0,962.0,136.8163642,190.7939205
491,2014,1183.0,-405.0,778.0,136.8163642,190.7939205
491,2014,1126.0,-575.0,551.0,136.8163642,190.7939205
491,2014,1125.0,-481.0,644.0,136.8163642,190.7939205
491,2014,1125.0,-500.0,625.0,136.8163642,190.7939205
491,2014,1125.0,-500.0,625.0,136.8163642,190.7939205
491,2014,1125.0,-500.0,625.0,136.8163642,190.7939205
491,2014,1372.0,-1494.0,-122.0,136.8163642,190.7939205
491,2015,375.0,-7958.0,-7582.0,136.8163642,190.7939205
491,2015,536.0,-6469.0,-5933.0,136.8163642,190.7939205
491,2015,616.0,-5998.0,-5382.0,136.8163642,190.7939205
491,2015,768.0,-5739.0,-4971.0,136.8163642,190.7939205
491,2015,993.0,-5527.0,-4534.0,136.8163642,190.7939205
491,2015,1069.0,-4976.0,-3907.0,136.8163642,190.7939205
491,2015,1150.0,-4342.0,-3192.0,136.8163642,190.7939205
491,2015,1175.0,-3776.0,-2602.0,136.8163642,190.7939205
491,2015,1235.0,-3428.0,-2192.0,136.8163642,190.7939205
491,2015,1284.0,-3052.0,-1768.0,136.8163642,190.7939205
491,2015,1403.0,-2947.0,-1544.0,136.8163642,190.7939205
491,2015,1465.0,-2875.0,-1410.0,136.8163642,190.7939205
491,2015,1476.0,-2628.0,-1152.0,136.8163642,190.7939205
491,2015,1485.0,-2501.0,-1016.0,136.8163642,190.7939205
491,2015,1592.0,-2367.0,-775.0,136.8163642,190.7939205
491,2015,1614.0,-2388.0,-773.0,136.8163642,190.7939205
491,2015,1638.0,-1991.0,-354.0,136.8163642,190.7939205
491,2015,1610.0,-1648.0,-38.0,136.8163642,190.7939205
491,2015,1533.0,-1793.0,-259.0,136.8163642,190.7939205
491,2015,1418.0,-1838.0,-419.0,136.8163642,190.7939205
491,2015,1498.0,-1807.0,-309.0,136.8163642,190.7939205
491,2015,762.0,-1744.0,-982.0,136.8163642,190.7939205
491,2015,900.0,-1396.0,-496.0,136.8163642,190.7939205
491,2015,863.0,-1551.0,-687.0,136.8163642,190.7939205
491,2015,685.0,-1560.0,-874.0,136.8163642,190.7939205
491,2015,512.0,-1238.0,-725.0,136.8163642,190.7939205
491,2015,1367.0,-3049.0,-1682.0,136.8163642,190.7939205
491,2016,378.0,-6232.0,-5854.0,136.8163642,190.7939205
491,2016,598.0,-7225.0,-6627.0,136.8163642,190.7939205
491,2016,537.0,-5789.0,-5251.0,136.8163642,190.7939205
491,2016,532.0,-5388.0,-4856.0,136.8163642,190.7939205
491,2016,656.0,-4534.0,-3878.0,136.8163642,190.7939205
491,2016,828.0,-3718.0,-2891.0,136.8163642,190.7939205
491,2016,927.0,-3261.0,-2334.0,136.8163642,190.7939205
491,2016,963.0,-2961.0,-1998.0,136.8163642,190.7939205
491,2016,945.0,-2503.0,-1559.0,136.8163642,190.7939205
491,2016,971.0,-2322.0,-1351.0,136.8163642,190.7939205
491,2016,1017.0,-2267.0,-1250.0,136.8163642,190.7939205
491,2016,1007.0,-2043.0,-1035.0,136.8163642,190.7939205
491,2016,970.0,-1839.0,-868.0,136.8163642,190.7939205
491,2016,955.0,-1593.0,-639.0,136.8163642,190.7939205
491,2016,1016.0,-1380.0,-364.0,136.8163642,190.7939205
491,2016,1022.0,-1209.0,-187.0,136.8163642,190.7939205
491,2016,1060.0,-1120.0,-61.0,136.8163642,190.7939205
491,2016,1105.0,-908.0,196.0,136.8163642,190.7939205
491,2016,1098.0,-1191.0,-93.0,136.8163642,190.7939205
491,2016,937.0,-1209.0,-272.0,136.8163642,190.7939205
491,2016,835.0,-890.0,-55.0,136.8163642,190.7939205
491,2016,680.0,-712.0,-32.0,136.8163642,190.7939205
491,2016,824.0,-711.0,113.0,136.8163642,190.7939205
491,2016,681.0,-836.0,-156.0,136.8163642,190.7939205
491,2016,592.0,-642.0,-50.0,136.8163642,190.7939205
491,2016,591.0,-466.0,125.0,136.8163642,190.7939205
491,2016,948.0,-2210.0,-1263.0,136.8163642,190.7939205
491,2017,243.0,-6936.0,-6693.0,136.8163642,190.7939205
491,2017,285.0,-6363.0,-6078.0,136.8163642,190.7939205
491,2017,316.0,-5582.0,-5266.0,136.8163642,190.7939205
491,2017,528.0,-5624.0,-5095.0,136.8163642,190.7939205
491,2017,699.0,-5205.0,-4506.0,136.8163642,190.7939205
491,2017,743.0,-4373.0,-3630.0,136.8163642,190.7939205
491,2017,783.0,-3839.0,-3056.0,136.8163642,190.7939205
491,2017,802.0,-3670.0,-2868.0,136.8163642,190.7939205
491,2017,831.0,-3110.0,-2279.0,136.8163642,190.7939205
491,2017,852.0,-2903.0,-2051.0,136.8163642,190.7939205
491,2017,860.0,-2596.0,-1736.0,136.8163642,190.7939205
491,2017,855.0,-2310.0,-1455.0,136.8163642,190.7939205
491,2017,857.0,-2262.0,-1405.0,136.8163642,190.7939205
491,2017,941.0,-2104.0,-1163.0,136.8163642,190.7939205
491,2017,1030.0,-2013.0,-983.0,136.8163642,190.7939205
491,2017,1102.0,-1980.0,-878.0,136.8163642,190.7939205
491,2017,1125.0,-1839.0,-714.0,136.8163642,190.7939205
491,2017,1110.0,-1671.0,-561.0,136.8163642,190.7939205
491,2017,1051.0,-1552.0,-501.0,136.8163642,190.7939205
491,2017,936.0,-1388.0,-453.0,136.8163642,190.7939205
491,2017,874.0,-1053.0,-180.0,136.8163642,190.7939205
491,2017,985.0,-989.0,-4.0,136.8163642,190.7939205
491,2017,992.0,-1027.0,-35.0,136.8163642,190.7939205
491,2017,1000.0,-1077.0,-77.0,136.8163642,190.7939205
491,2017,1000.0,-1083.0,-83.0,136.8163642,190.7939205
491,2017,1000.0,-1000.0,0.0,136.8163642,190.7939205
491,2017,892.0,-2718.0,-1826.0,136.8163642,190.7939205
489,1966,917.0,-3305.0,-2388.0,136.8677787,190.8159999
489,1966,917.0,-3306.0,-2389.0,136.8677787,190.8159999
489,1966,917.0,-2380.0,-1463.0,136.8677787,190.8159999
489,1966,1070.0,-1801.0,-731.0,136.8677787,190.8159999
489,1966,1209.0,-1444.0,-235.0,136.8677787,190.8159999
489,1966,1333.0,-993.0,340.0,136.8677787,190.8159999
489,1966,1442.0,-938.0,504.0,136.8677787,190.8159999
489,1966,1536.0,-832.0,704.0,136.8677787,190.8159999
489,1966,1616.0,-826.0,790.0,136.8677787,190.8159999
489,1966,1681.0,-774.0,907.0,136.8677787,190.8159999
489,1966,1732.0,-996.0,736.0,136.8677787,190.8159999
489,1966,1768.0,-841.0,927.0,136.8677787,190.8159999
489,1966,1768.0,-840.0,928.0,136.8677787,190.8159999
489,1966,1768.0,-1057.0,711.0,136.8677787,190.8159999
489,1966,1768.0,-852.0,916.0,136.8677787,190.8159999
489,1966,1768.0,-535.0,1233.0,136.8677787,190.8159999
489,1966,1768.0,-981.0,787.0,136.8677787,190.8159999
489,1966,1768.0,-1305.0,463.0,136.8677787,190.8159999
489,1966,1768.0,-1604.0,164.0,136.8677787,190.8159999
489,1966,1570.0,-938.0,633.0,136.8677787,190.8159999
489,1967,1128.0,-4672.0,-3544.0,136.8677787,190.8159999
489,1967,1128.0,-3987.0,-2859.0,136.8677787,190.8159999
489,1967,1263.0,-3556.0,-2293.0,136.8677787,190.8159999
489,1967,1365.0,-3066.0,-1701.0,136.8677787,190.8159999
489,1967,1433.0,-2631.0,-1198.0,136.8677787,190.8159999
489,1967,1467.0,-1856.0,-389.0,136.8677787,190.8159999
489,1967,1468.0,-1396.0,72.0,136.8677787,190.8159999
489,1967,1436.0,-1293.0,143.0,136.8677787,190.8159999
489,1967,1369.0,-1056.0,313.0,136.8677787,190.8159999
489,1967,1269.0,-942.0,327.0,136.8677787,190.8159999
489,1967,1136.0,-700.0,436.0,136.8677787,190.8159999
489,1967,1136.0,-671.0,465.0,136.8677787,190.8159999
489,1967,1136.0,-828.0,308.0,136.8677787,190.8159999
489,1967,1136.0,-995.0,141.0,136.8677787,190.8159999
489,1967,1136.0,-891.0,245.0,136.8677787,190.8159999
489,1967,1136.0,-576.0,560.0,136.8677787,190.8159999
489,1967,1136.0,-898.0,238.0,136.8677787,190.8159999
489,1967,1136.0,-1121.0,15.0,136.8677787,190.8159999
489,1967,1136.0,-1154.0,-18.0,136.8677787,190.8159999
489,1967,1295.0,-1212.0,83.0,136.8677787,190.8159999
489,1968,490.0,-3465.0,-2975.0,136.8677787,190.8159999
489,1968,490.0,-2888.0,-2398.0,136.8677787,190.8159999
489,1968,490.0,-2523.0,-2033.0,136.8677787,190.8159999
489,1968,490.0,-1610.0,-1120.0,136.8677787,190.8159999
489,1968,719.0,-1437.0,-718.0,136.8677787,190.8159999
489,1968,874.0,-1038.0,-164.0,136.8677787,190.8159999
489,1968,956.0,-681.0,275.0,136.8677787,190.8159999
489,1968,965.0,-552.0,413.0,136.8677787,190.8159999
489,1968,901.0,-414.0,487.0,136.8677787,190.8159999
489,1968,764.0,-212.0,552.0,136.8677787,190.8159999
489,1968,554.0,29.0,583.0,136.8677787,190.8159999
489,1968,271.0,369.0,640.0,136.8677787,190.8159999
489,1968,271.0,180.0,451.0,136.8677787,190.8159999
489,1968,271.0,54.0,325.0,136.8677787,190.8159999
489,1968,271.0,171.0,442.0,136.8677787,190.8159999
489,1968,271.0,327.0,598.0,136.8677787,190.8159999
489,1968,271.0,129.0,400.0,136.8677787,190.8159999
489,1968,271.0,28.0,299.0,136.8677787,190.8159999
489,1968,271.0,38.0,309.0,136.8677787,190.8159999
489,1968,677.0,-376.0,301.0,136.8677787,190.8159999
489,1969,445.0,-4572.0,-4127.0,136.8677787,190.8159999
489,1969,445.0,-4001.0,-3556.0,136.8677787,190.8159999
489,1969,445.0,-3281.0,-2836.0,136.8677787,190.8159999
489,1969,445.0,-2687.0,-2242.0,136.8677787,190.8159999
489,1969,550.0,-2252.0,-1702.0,136.8677787,190.8159999
489,1969,626.0,-1756.0,-1130.0,136.8677787,190.8159999
489,1969,674.0,-1353.0,-679.0,136.8677787,190.8159999
489,1969,692.0,-1018.0,-326.0,136.8677787,190.8159999
489,1969,681.0,-754.0,-73.0,136.8677787,190.8159999
489,1969,641.0,-585.0,56.0,136.8677787,190.8159999
489,1969,572.0,-453.0,119.0,136.8677787,190.8159999
489,1969,572.0,-349.0,223.0,136.8677787,190.8159999
489,1969,572.0,-433.0,139.0,136.8677787,190.8159999
489,1969,572.0,-510.0,62.0,136.8677787,190.8159999
489,1969,572.0,-384.0,188.0,136.8677787,190.8159999
489,1969,572.0,-321.0,251.0,136.8677787,190.8159999
